lines,latitude,longitude,time,brigade,vehicle_number,scheduled_time,time_difference,stop_id,stop_pole,stop_name
106,52.2332517,20.9662017,16:40:54,1,1534,16:28:00,12.9,5005,06,Metro Płocka
166,52.182195,21.045191,16:40:54,343,1554,16:41:00,-0.1,3095,01,Warneńska
183,52.2447758,21.0871093,16:40:59,1,1842,16:42:00,-1.0166666666666666,2008,15,Wiatraczna
189,52.177917,21.007277,16:40:54,8,2002,16:31:00,9.9,3249,01,Instytut Fizyki
719,52.237713,20.9138637,16:40:55,2,2200,16:39:00,1.9166666666666667,5034,71,Metro Bemowo
184,52.290989,20.927641,16:40:58,6,2205,16:28:00,12.966666666666667,6059,24,Metro Młociny
523,52.2394202,20.9147379,16:40:58,10,2250,16:40:00,0.9666666666666667,5034,01,Metro Bemowo
Z26,52.2250045,20.9295465,16:40:56,2,3403,16:40:00,0.9333333333333333,5011,07,Cm.Wolski
132,52.3251198,21.0636123,16:40:58,3,3404,16:22:00,18.966666666666665,1183,01,Kąty Grodziskie
735,52.3440511,21.0284141,16:40:57,62,3424,16:31:00,9.95,1200,02,Wilkowiecka
178,52.195507,20.910572,16:40:57,1,4211,16:33:00,7.95,4093,01,Zapustna
197,52.238628,20.94278,16:40:57,2,4241,16:31:00,9.95,5030,04,Metro Księcia Janusza
702,52.2347534,21.1261552,16:40:58,1,4307,16:22:00,18.966666666666665,2015,06,Płowiecka
119,52.2058371,21.1339189,16:40:59,1,4321,16:41:00,-0.016666666666666666,2189,01,Lebiodowa
134,52.321308,21.049564,16:40:56,3,4409,16:38:00,2.933333333333333,1496,02,Bohuna
240,52.322289,21.077101,16:40:55,2,4415,16:33:00,7.916666666666667,1463,02,os.Lewandów II
523,52.218143,20.97594,16:40:53,14,5245,16:27:00,13.883333333333333,4116,02,Hala Kopińska
188,52.2409508,21.0824016,16:40:50,6,5253,16:43:00,-2.1666666666666665,2130,02,os.Majdańska
112,52.294247,21.032663,16:40:55,8,5409,16:27:00,13.916666666666666,1085,10,Metro Bródno
120,52.334721,21.047289,16:40:56,1,5426,16:28:00,12.933333333333334,1318,02,Małego Rycerza
112,52.3078,21.091442,16:40:55,6,5441,16:41:00,-0.08333333333333333,1233,03,Wiejska
128,52.219856,20.989862,16:40:58,405,5873,16:30:00,10.966666666666667,4028,01,Raszyńska
503,52.235641,21.018389,16:40:55,3,5875,16:43:00,-2.0833333333333335,7049,01,Ordynacka
503,52.157188,21.043871,16:40:56,6,5888,16:21:00,19.933333333333334,3121,02,Strzeleckiego
503,52.253216,21.000521,16:40:53,2,5931,16:21:00,19.883333333333333,7018,05,Muranowska
111,52.2445,20.9794,16:40:57,3,5956,16:36:00,4.95,5157,02,Esperanto
127,52.2431831,21.0205159,16:40:57,1,5978,16:25:00,15.95,7100,02,Browarna
191,52.218121,20.983849,16:40:55,1,6201,16:39:00,1.9166666666666667,4003,15,pl.Narutowicza
713,52.214481,20.744522,16:40:58,1,6230,16:36:00,4.966666666666667,5138,01,AGRICOOP
112,52.228962,20.914347,16:40:58,10,7204,16:34:00,6.966666666666667,5058,04,Hala Wola
105,52.2389492,20.8967537,16:40:56,1,7206,16:22:00,18.933333333333334,5050,01,os.Górczewska
150,52.341293,20.846695,16:40:56,2,756,16:40:00,0.9333333333333333,6168,01,Dziekanów Leśny
525,52.2082822,21.1966052,16:40:58,5,7707,16:23:00,17.966666666666665,2032,01,Międzylesie
125,52.226081,21.154941,16:40:38,5,7739,16:24:00,16.633333333333333,2019,01,Trawiasta
514,52.2196771,21.0271356,16:40:56,3,7757,16:41:00,-0.06666666666666667,7037,55,pl.Na Rozdrożu
145,52.2924706,21.0427334,16:40:58,7,7800,16:28:00,12.966666666666667,1147,02,Szpital Bródnowski
525,52.20839,21.196771,16:40:54,319,7838,16:43:00,-2.1,2032,01,Międzylesie
162,52.2347075,21.0303071,16:40:58,2,7842,16:24:00,16.966666666666665,7068,04,PKP Powiśle
704,52.2262462,21.1548901,16:40:58,1,7883,16:25:00,15.966666666666667,2019,01,Trawiasta
127,52.2304113,21.0336706,16:40:52,3,8336,16:23:00,17.866666666666667,7066,01,Czerniakowska
120,52.361206,21.052399,16:40:44,8,8449,16:32:00,8.733333333333333,1294,01,Ruskowy Bród
140,52.3382,21.117603,16:40:55,1,8451,16:27:00,13.916666666666666,1240,01,Pustelnik
120,52.301006,21.05835,16:40:56,7,8461,16:42:00,-1.0666666666666667,1179,03,CH Targówek
709,52.083278,21.0224,16:40:53,6,8505,16:31:00,9.883333333333333,3162,04,Lamina
742,52.1060617,21.1136117,16:40:57,1,8523,16:35:00,5.95,3304,02,Borowa
514,52.2347333,21.0996117,16:40:57,4,8569,16:29:00,11.95,2102,01,Zamieniecka
507,52.2321033,21.0215417,16:40:48,2,8570,16:36:00,4.8,7041,02,Muzeum Narodowe
141,52.2356038,21.0789143,16:40:53,8,8881,16:43:00,-2.1166666666666667,2100,02,Przyczółek Grochowski
217,52.1508826,21.0470515,16:40:47,4,8884,16:24:00,16.783333333333335,3138,04,Polinezyjska
133,52.3524905,20.9836191,16:40:58,348,9203,16:30:00,10.966666666666667,1471,02,Brzezińska
133,52.3166141,20.9519421,16:40:55,2,9252,16:35:00,5.916666666666667,1277,07,Tarchomin
234,52.317764,21.041727,16:40:57,2,9344,16:42:00,-1.05,1355,01,Kamykowa
152,52.32608,21.031738,16:40:52,1,9415,16:35:00,5.866666666666666,1174,04,Białołęka-Kanał
516,52.336605,20.937622,16:40:54,1,9420,16:27:00,13.9,1404,02,Barei
159,52.223882333,21.023409833,16:40:55,3,9519,16:29:00,11.916666666666666,7038,03,Piękna
220,52.2353125,20.896520333,16:40:57,1,9524,16:41:00,-0.05,5049,01,Szobera
220,52.260719667,20.925098833,16:40:57,2,9559,16:41:00,-0.05,5161,12,Nowe Bemowo
167,52.20829,21.083207,16:40:57,4,9816,16:29:00,11.95,3308,03,Siekierki-Sanktuarium
167,52.26459,20.885132,16:40:54,9,9827,16:43:00,-2.1,5162,01,Fort Radiowo
114,52.268349,20.986671,16:40:45,7,9928,16:26:00,14.75,6003,09,pl.Wilsona
186,52.320999,20.972206,16:40:57,4,9933,16:24:00,16.95,1020,01,Białołęka-Ratusz
219,52.2139131,21.1573505,16:41:51,1,1001,16:39:00,2.85,2037,03,PKP Anin
108,52.222233,21.035618,16:41:54,1,1028,16:36:00,5.9,7071,04,Rozbrat
207,52.20488,20.8818667,16:41:48,1,1057,16:35:00,6.8,4355,02,Habicha
208,52.2158516,20.962885,16:41:46,591,1059,16:44:00,-2.2333333333333334,4045,03,rondo Zesłańców Syberyjskich
107,52.2445192,20.9906512,16:41:52,6,1070,16:34:00,7.866666666666666,7082,04,Nowolipki
106,52.2287886,20.9682299,16:41:57,2,1222,16:41:00,0.95,5042,02,Szpital Wolski
117,52.229378,21.010546,16:41:55,2,1430,16:37:00,4.916666666666667,7013,06,Centrum
126,52.317605,20.998488,16:41:44,3,1509,16:22:00,19.733333333333334,1097,04,Marcelin
126,52.2905767,21.018615,16:41:57,1,1539,16:31:00,10.95,1158,01,Bazyliańska
166,52.179156,21.044505,16:41:55,343,1554,16:42:00,-0.08333333333333333,3470,01,Bergamotki
183,52.2447483,21.087119,16:41:54,1,1842,16:42:00,-0.1,2008,15,Wiatraczna
165,52.179752,21.024748,16:41:57,3,2026,16:42:00,-0.05,3009,16,Metro Wilanowska
719,52.2377802,20.9138252,16:41:54,2,2200,16:39:00,2.9,5034,71,Metro Bemowo
105,52.227749,20.952847,16:41:58,4,2201,16:28:00,13.966666666666667,5044,02,Ordona-WSA
184,52.290966,20.927561,16:41:55,6,2205,16:28:00,13.916666666666666,6059,24,Metro Młociny
191,52.214298,20.967655,16:41:53,6,2209,16:31:00,10.883333333333333,4154,02,Szczęśliwicka
132,52.3235526,21.067112,16:41:55,3,3404,16:23:00,18.916666666666668,1182,01,Grodzisk
160,52.3005655,21.0583785,16:41:53,514,3407,16:37:00,4.883333333333334,1179,03,CH Targówek
Z26,52.2333898,20.9651463,16:41:57,1,3419,16:26:00,15.95,5005,02,Metro Płocka
527,52.3157297,21.0600632,16:41:57,515,3431,16:22:00,19.95,1359,01,os.Derby
140,52.2878062,21.0760355,16:41:55,3,3435,16:42:00,-0.08333333333333333,1060,04,Młodzieńcza
735,52.4537396,21.0116803,16:41:56,65,3436,16:44:00,-2.066666666666667,1323,03,Zegrze Płd.
116,52.23029,21.0219936,16:41:52,10,3467,16:35:00,6.866666666666666,7040,04,pl.Trzech Krzyży
138,52.2605858,21.0856966,16:41:53,3,3469,16:41:00,0.8833333333333333,1040,02,Matuszewska
197,52.283665,20.966526,16:41:57,5,4245,16:28:00,13.95,6085,04,Lektykarska
168,52.2343322,21.0975272,16:41:58,6,4317,16:32:00,9.966666666666667,2102,05,Zamieniecka
119,52.2026749,21.1343097,16:41:57,1,4321,16:42:00,-0.05,2190,01,Kombajnistów
134,52.323341,21.048759,16:41:57,3,4409,16:39:00,2.95,1287,02,Berensona
181,52.269787,20.985455,16:41:58,1,4414,16:29:00,12.966666666666667,6003,04,pl.Wilsona
181,52.297211,20.900038,16:41:57,3,4419,16:32:00,9.95,6069,03,Cm.Północny-Brama Gł.
126,52.2864,21.022137,16:41:57,4,4421,16:35:00,6.95,1157,02,Bartnicza
713,52.2162604,20.897368,16:41:52,3,5214,16:30:00,11.866666666666667,5192,01,Lazurowa
112,52.3077,21.0806,16:41:54,6,5441,16:43:00,-1.1,1472,01,Geodezyjna
503,52.236191,21.01824,16:41:53,3,5875,16:43:00,-1.1166666666666667,7049,01,Ordynacka
111,52.248871,20.994888,16:41:58,2,5925,16:42:00,-0.03333333333333333,7023,01,Nalewki-Muzeum
503,52.1493,21.0445,16:41:58,8,5928,16:26:00,15.966666666666667,3280,02,Metro Imielin
111,52.239079,21.017355,16:41:54,4,5945,16:38:00,3.9,7044,02,Uniwersytet
111,52.2445,20.9794,16:41:57,3,5956,16:36:00,5.95,5157,02,Esperanto
503,52.144615,21.049988,16:41:58,7,5970,16:28:00,13.966666666666667,3142,22,Natolin Płn.
518,52.307163,20.984085,16:41:56,7,5974,16:38:00,3.933333333333333,1017,01,Płochocińska
127,52.227829,21.003761,16:41:57,4,5975,16:36:00,5.95,7002,01,Dw.Centralny
127,52.2431629,21.0205397,16:41:55,1,5978,16:25:00,16.916666666666668,7100,02,Browarna
191,52.218094,20.983879,16:41:58,1,6201,16:39:00,2.966666666666667,4003,15,pl.Narutowicza
713,52.214493,20.744503,16:41:58,1,6230,16:36:00,5.966666666666667,5138,01,AGRICOOP
112,52.228943,20.914377,16:41:54,10,7204,16:34:00,7.9,5058,04,Hala Wola
158,52.241924,21.071699,16:41:54,1,7328,16:38:00,3.9,2133,06,Kinowa
507,52.224957,21.093245,16:41:58,4,7331,16:32:00,9.966666666666667,2146,01,Bora-Komorowskiego
150,52.341358,20.846649,16:41:57,2,756,16:40:00,1.95,6168,01,Dziekanów Leśny
525,52.2082677,21.1965937,16:41:57,5,7707,16:23:00,18.95,2032,01,Międzylesie
191,52.2002766,20.9145081,16:41:58,2,7711,16:29:00,12.966666666666667,4092,02,Ryżowa
150,52.334709,20.898483,16:41:56,3,777,16:39:00,2.933333333333333,6627,02,Lwowska
145,52.287363,21.0746661,16:41:57,3,7802,16:31:00,10.95,1060,02,Młodzieńcza
507,52.2294445,21.0053895,16:41:57,1,7819,16:40:00,1.95,7002,16,Dw.Centralny
125,52.2459766,21.0754058,16:41:55,3,7826,16:32:00,9.916666666666666,2006,02,Międzyborska
525,52.208381,21.196768,16:41:54,319,7838,16:43:00,-1.1,2032,01,Międzylesie
704,52.2262512,21.1544864,16:41:57,1,7883,16:25:00,16.95,2019,01,Trawiasta
127,52.2322215,21.037119,16:41:52,3,8336,16:24:00,17.866666666666667,7065,01,Solec
120,52.278805,21.044817,16:41:58,3,8442,16:42:00,-0.03333333333333333,1144,02,Cm.Bródnowski
165,52.176324,21.002485,16:41:47,4,8502,16:35:00,6.783333333333333,3244,02,Cybernetyki
217,52.1496133,21.0606383,16:41:48,3,8504,16:29:00,12.8,3208,03,Płaskowickiej
709,52.088741,21.019233,16:41:54,6,8505,16:33:00,8.9,3161,02,Energetyczna
514,52.2499033,21.237665,16:41:44,1,8565,16:32:00,9.733333333333333,2284,01,Wiosenna
151,52.2311133,21.093505,16:41:50,3,8574,16:28:00,13.833333333333334,2417,02,Bohaterewicza
120,52.251373,21.03862,16:41:57,5,8584,16:31:00,10.95,1002,01,Ząbkowska
174,52.1996635,21.0118646,16:41:54,1,8808,16:30:00,11.9,3230,01,Metro Racławicka
520,52.2193421,21.0257385,16:41:53,7,8839,16:30:00,11.883333333333333,7037,06,pl.Na Rozdrożu
217,52.1500661,21.0458191,16:41:47,4,8884,16:39:00,2.783333333333333,3280,01,Metro Imielin
161,52.183281,21.196381,16:41:54,1,9062,16:29:00,12.9,2177,01,Limby
133,52.3555493,20.9822631,16:41:56,348,9203,16:32:00,9.933333333333334,1116,01,Choszczówka
203,52.2898106,20.932461,16:41:57,472,9229,16:36:00,5.95,6057,04,Sokratesa
179,52.148254,21.060829,16:41:54,7,9312,16:24:00,17.9,3208,01,Płaskowickiej
256,52.327942,21.065546,16:41:55,1,9321,16:44:00,-2.0833333333333335,1470,02,Zaułek-Szkoła
256,52.314503,21.066982,16:41:52,2,9337,16:44:00,-2.1333333333333333,1524,02,Sieczna
234,52.317802,21.036152,16:41:51,2,9344,16:43:00,-1.15,1354,01,Echa Leśne
234,52.315609,21.02981,16:41:55,1,9346,16:40:00,1.9166666666666667,1170,02,Danusi
198,52.216305,21.235374,16:41:55,1,9358,16:30:00,11.916666666666666,2481,02,Cieplarniana
103,52.26926,20.942879,16:41:46,5,9411,16:22:00,19.766666666666666,6132,01,Galla Anonima
152,52.319511,20.968315,16:41:37,2,9416,16:34:00,7.616666666666666,1219,01,Milenijna
152,52.333698,21.01807,16:41:45,4,9427,16:34:00,7.75,1566,01,Ogrody Przyjaciół
194,52.194768667,20.867666167,16:41:56,1,9513,16:40:00,1.9333333333333333,4343,01,Keniga
220,52.2312495,20.896718333,16:41:57,1,9524,16:42:00,-0.05,5048,01,Batalionów Chłopskich
737,52.143766,21.025045333,16:41:56,53,9542,16:38:00,3.933333333333333,3292,03,CH Ursynów
194,52.209079,20.913526333,16:41:54,2,9555,16:32:00,9.9,4213,51,Wałowicka
220,52.260747333,20.925084333,16:41:57,2,9559,16:41:00,0.95,5161,12,Nowe Bemowo
167,52.2083,21.08294,16:41:52,4,9816,16:29:00,12.866666666666667,3308,03,Siekierki-Sanktuarium
185,52.18267,21.057282,16:41:58,5,9820,16:29:00,12.966666666666667,3033,03,św.Bonifacego
167,52.23916,20.91508,16:41:55,8,9825,16:37:00,4.916666666666667,5034,01,Metro Bemowo
167,52.26458,20.88516,16:41:52,9,9827,16:43:00,-1.1333333333333333,5162,01,Fort Radiowo
114,52.269295,20.988239,16:41:45,7,9928,16:28:00,13.75,6003,05,pl.Wilsona
186,52.319576,20.968252,16:41:52,4,9933,16:23:00,18.866666666666667,1219,01,Milenijna
114,52.288147,21.029722,16:41:58,5,9937,16:32:00,9.966666666666667,1083,01,Rembielińska
186,52.215931,20.963032,16:41:58,9,9938,16:30:00,11.966666666666667,4045,04,rondo Zesłańców Syberyjskich
114,52.298008,20.934893,16:41:53,1,9946,16:23:00,18.883333333333333,6061,02,Zajezdnia Żoliborz
219,52.2218053,21.0922116,16:42:48,3,1010,16:44:00,-1.2,2313,04,Meissnera
107,52.243553,20.987209,16:42:49,6,1070,16:35:00,7.816666666666666,5154,04,Nowolipie
218,52.189198,21.017557,16:42:48,2,1200,16:37:00,5.8,3114,05,Metro Wierzbno
218,52.183411,20.998999,16:42:29,1,1216,16:41:00,1.4833333333333334,3412,01,Park Postępu
106,52.2287859,20.9679427,16:42:47,2,1222,16:41:00,1.7833333333333334,5042,02,Szpital Wolski
126,52.320393,20.972256,16:42:44,2,1555,16:36:00,6.733333333333333,1020,01,Białołęka-Ratusz
169,52.2930428,21.0329743,16:42:41,5,1816,16:41:00,1.6833333333333333,1085,06,Metro Bródno
183,52.244711,21.0871911,16:42:49,1,1842,16:42:00,0.8166666666666667,2008,15,Wiatraczna
172,52.213871,20.968913,16:42:47,3,2032,16:23:00,19.783333333333335,4154,01,Szczęśliwicka
719,52.237773,20.9138269,16:42:49,2,2200,16:39:00,3.816666666666667,5034,71,Metro Bemowo
124,52.156765,20.950008,16:42:46,2,2218,16:34:00,8.766666666666667,4022,02,Przelotowa
L22,52.1265668,21.3106788,16:42:49,1,25185,16:41:00,1.8166666666666667,2822,01,Teklin
511,52.317124,20.9751925,16:42:45,2,3401,16:29:00,13.75,1019,02,Obrazkowa
132,52.3203051,21.0665543,16:42:45,3,3404,16:24:00,18.75,1525,01,Grodzisk-Kościół
735,52.3493808,21.0291221,16:42:42,62,3424,16:32:00,10.7,1132,02,Szamocin
162,52.20382,21.049526,16:42:45,3,3437,16:33:00,9.75,3059,02,Chełmska
116,52.2289611,21.0221023,16:42:47,10,3467,16:34:00,8.783333333333333,7040,02,pl.Trzech Krzyży
178,52.200081,20.914478,16:42:47,1,4211,16:34:00,8.783333333333333,4092,02,Ryżowa
178,52.230106,20.982449,16:42:48,3,4212,16:34:00,8.8,5040,02,rondo Daszyńskiego
168,52.2343381,21.0975009,16:42:48,6,4317,16:32:00,10.8,2102,05,Zamieniecka
119,52.201482,21.1286754,16:42:49,1,4321,16:43:00,-0.18333333333333332,2215,01,Wodniaków
119,52.1970715,21.0507146,16:42:48,5,4328,16:26:00,16.8,3060,03,al.Witosa
134,52.326294,21.048454,16:42:48,3,4409,16:40:00,2.8,1288,02,Ostródzka-Szkoła
181,52.26952,20.98575,16:42:46,1,4414,16:29:00,13.766666666666667,6003,18,pl.Wilsona
240,52.32151,21.086895,16:42:44,2,4415,16:35:00,7.733333333333333,1331,02,Nauczycielska
181,52.297211,20.900026,16:42:48,3,4419,16:32:00,10.8,6069,03,Cm.Północny-Brama Gł.
523,52.2286933,20.9574591,16:42:40,13,5208,16:23:00,19.666666666666668,5043,06,PKP Wola (Kasprzaka)
136,52.2372094,20.9643118,16:42:39,2,5213,16:24:00,18.65,5026,02,Płocka-Szpital
190,52.290836,21.078402,16:42:48,3,5452,16:29:00,13.8,1279,01,Krynoliny
503,52.236187,21.018242,16:42:48,3,5875,16:43:00,-0.2,7049,01,Ordynacka
175,52.230007,21.013227,16:42:47,334,5877,16:44:00,-1.2166666666666666,7013,15,Centrum
111,52.227528,21.09445,16:42:46,7,5900,16:30:00,12.766666666666667,2149,03,Umińskiego
111,52.249199,20.99814,16:42:49,2,5925,16:43:00,-0.18333333333333332,7017,03,Muranów
180,52.2477,20.9897,16:42:44,10,5927,16:40:00,2.7333333333333334,7083,04,Anielewicza
111,52.2445,20.9794,16:42:43,3,5956,16:36:00,6.716666666666667,5157,02,Esperanto
180,52.2288,21.0221,16:42:45,11,5957,16:40:00,2.75,7040,02,pl.Trzech Krzyży
518,52.332432,20.94136,16:42:48,1,5968,16:42:00,0.8,1253,03,Nowodwory
127,52.227856,21.003798,16:42:47,4,5975,16:36:00,6.783333333333333,7002,01,Dw.Centralny
127,52.2431801,21.0204705,16:42:46,1,5978,16:25:00,17.766666666666666,7100,02,Browarna
191,52.218124,20.983847,16:42:48,1,6201,16:39:00,3.8,4003,15,pl.Narutowicza
124,52.167728,20.934711,16:42:44,1,6207,16:39:00,3.7333333333333334,4018,01,Stoicka
713,52.214508,20.744499,16:42:49,1,6230,16:36:00,6.816666666666666,5138,01,AGRICOOP
150,52.341343,20.846691,16:42:44,2,756,16:40:00,2.7333333333333334,6168,01,Dziekanów Leśny
525,52.2082619,21.1965871,16:42:48,5,7707,16:23:00,19.8,2032,01,Międzylesie
177,52.2284892,20.9071809,16:42:49,1,7729,16:37:00,5.816666666666666,5108,02,Raginisa
162,52.1933012,21.0850175,16:42:48,4,7736,16:45:00,-2.2,3079,03,EC Siekierki
514,52.2224483,21.0380198,16:42:44,3,7757,16:42:00,0.7333333333333333,7071,01,Rozbrat
150,52.337818,20.895033,16:42:49,3,777,16:40:00,2.816666666666667,6628,02,Łomianki-Szkoła
145,52.2873722,21.0746634,16:42:48,3,7802,16:31:00,11.8,1060,02,Młodzieńcza
507,52.2295772,21.0053186,16:42:48,1,7819,16:40:00,2.8,7002,16,Dw.Centralny
525,52.208381,21.196768,16:42:34,319,7838,16:43:00,-0.43333333333333335,2032,01,Międzylesie
217,52.1710308,21.0620458,16:42:48,5,8331,16:28:00,14.8,3041,01,os.Arbuzowa
165,52.1590021,20.9923538,16:42:47,1,8335,16:44:00,-1.2166666666666666,3270,02,Areszt Śledczy Służewiec
136,52.1624267,21.0270767,16:42:49,8,8361,16:39:00,3.816666666666667,3127,02,Metro Ursynów
120,52.361491,21.046311,16:42:44,8,8449,16:34:00,8.733333333333333,1293,01,Kobiałka-Szkoła
140,52.343445,21.121998,16:42:46,1,8451,16:25:00,17.766666666666666,1246,01,Hallera
120,52.269417,21.05114,16:42:44,6,8454,16:40:00,2.7333333333333334,1137,02,Metro Targówek Mieszkaniowy
174,52.202844,21.0102251,16:42:48,1,8808,16:29:00,13.8,3229,01,Madalińskiego
512,52.2670808,21.0589413,16:42:38,3,8820,16:30:00,12.633333333333333,1054,02,Piotra Skargi
520,52.2329651,21.074818,16:42:44,3,8844,16:27:00,15.733333333333333,2099,02,Kanał Gocławski
141,52.2412598,21.0831406,16:42:43,8,8881,16:44:00,-1.2833333333333334,2130,02,os.Majdańska
217,52.149191,21.0462425,16:42:37,4,8884,16:26:00,16.616666666666667,3280,04,Metro Imielin
133,52.3555641,20.9822516,16:42:47,348,9203,16:32:00,10.783333333333333,1116,01,Choszczówka
201,52.2465608,20.9475699,16:42:49,1,9226,16:39:00,3.816666666666667,5071,03,Deotymy
133,52.3190586,20.9514301,16:42:49,2,9252,16:37:00,5.816666666666666,1277,02,Tarchomin
256,52.327938,21.06554,16:42:42,1,9321,16:44:00,-1.3,1470,02,Zaułek-Szkoła
234,52.317974,21.032509,16:42:41,2,9344,16:44:00,-1.3166666666666667,1353,01,Juranda ze Spychowa-szkoła
198,52.216553,21.230244,16:42:46,1,9358,16:29:00,13.766666666666667,2347,02,Marmurowa
152,52.326527,21.041565,16:42:42,1,9415,16:36:00,6.7,1560,02,Warzelnicza-Szkoła
157,52.267521,20.987514,16:42:41,4,9429,16:43:00,-0.31666666666666665,6003,08,pl.Wilsona
220,52.194167833,20.902049667,16:42:42,5,9514,16:45:00,-2.3,4125,02,Skoroszewska
159,52.224286167,21.029103167,16:42:45,3,9519,16:30:00,12.75,7039,01,Wiejska
220,52.230900333,20.8967985,16:42:47,1,9524,16:42:00,0.7833333333333333,5048,01,Batalionów Chłopskich
220,52.260774833,20.925058167,16:42:47,2,9559,16:41:00,1.7833333333333334,5161,12,Nowe Bemowo
212,52.272835,21.046228,16:42:48,2,9675,16:34:00,8.8,1138,01,DKS Targówek
167,52.20836,21.082993,16:42:47,4,9816,16:29:00,13.783333333333333,3308,03,Siekierki-Sanktuarium
185,52.18245,21.056923,16:42:49,5,9820,16:29:00,13.816666666666666,3033,03,św.Bonifacego
167,52.23964,20.91916,16:42:49,8,9825,16:38:00,4.816666666666666,5033,01,Konarskiego
167,52.26459,20.88516,16:42:47,9,9827,16:43:00,-0.21666666666666667,5162,01,Fort Radiowo
193,52.173504,21.034988,16:42:47,1,9921,16:41:00,1.7833333333333334,3337,01,Wałbrzyska-Cmentarz
186,52.217079,20.960846,16:42:49,9,9938,16:32:00,10.816666666666666,4045,06,rondo Zesłańców Syberyjskich
219,52.2142233,21.1425778,16:43:53,1,1001,16:41:00,2.8833333333333333,2264,01,Pielęgniarek
219,52.2211735,21.0965503,16:43:58,3,1010,16:45:00,-1.0333333333333334,2269,02,os.Iskra
107,52.22177,21.03682,16:43:51,4,1046,16:44:00,-0.15,7071,05,Rozbrat
207,52.2023367,20.874035,16:43:56,1,1057,16:34:00,9.933333333333334,4128,04,Posag 7 Panien
107,52.212124,21.046949,16:43:56,3,1078,16:28:00,15.933333333333334,3057,01,Bartycka
218,52.189098,21.012686,16:43:57,2,1200,16:36:00,7.95,3115,01,Telewizja Polska
263,52.15649,21.075745,16:43:55,3,1213,16:26:00,17.916666666666668,3385,04,Branickiego
106,52.23296,20.966309,16:43:54,2,1222,16:43:00,0.9,5005,06,Metro Płocka
119,52.202465,21.133598,16:43:57,3,1415,16:43:00,0.95,2190,04,Kombajnistów
153,52.268318,21.152788,16:43:54,3,1428,16:27:00,16.9,2091,01,Szafarzy
119,52.206475,20.999175,16:43:49,4,1521,16:43:00,0.8166666666666667,3286,02,Rakowiecka-Sanktuarium
173,52.214398,21.21762,16:43:56,5,1526,16:25:00,18.933333333333334,2440,03,Stara Miłosna (Graniczna)
166,52.17446,21.04389,16:43:55,343,1554,16:43:00,0.9166666666666666,3039,01,Dolina Służewiecka
156,52.2726338,21.0849356,16:43:52,1,1805,16:24:00,19.866666666666667,1506,01,Wierna
183,52.2447276,21.0871745,16:43:59,1,1842,16:42:00,1.9833333333333334,2008,15,Wiatraczna
189,52.179668,20.995829,16:43:58,8,2002,16:28:00,15.966666666666667,3251,03,Wynalazek
719,52.237774,20.913843,16:43:59,2,2200,16:39:00,4.983333333333333,5034,71,Metro Bemowo
177,52.202595,20.895094,16:43:56,6,2249,16:31:00,12.933333333333334,4216,07,Ursus-Ratusz
132,52.3171068,21.0672428,16:43:58,3,3404,16:25:00,18.966666666666665,1181,01,Okrągła
511,52.2915681,20.930243,16:43:53,3,3433,16:44:00,-0.11666666666666667,6059,03,Metro Młociny
122,52.247379,20.911583,16:43:55,7,4205,16:34:00,9.916666666666666,5077,01,Dywizjonu 303
178,52.229481,20.9793,16:43:58,3,4212,16:35:00,8.966666666666667,5041,02,Karolkowa
181,52.297192,20.900028,16:43:59,3,4419,16:32:00,11.983333333333333,6069,03,Cm.Północny-Brama Gł.
122,52.267109,20.946653,16:43:58,3,4422,16:35:00,8.966666666666667,6131,01,Kochanowskiego
713,52.2102609,20.7990833,16:43:50,2,5217,16:44:00,-0.16666666666666666,5130,02,Sanktuarium
120,52.318169,21.067091,16:43:54,2,5460,16:39:00,4.9,1181,02,Okrągła
128,52.223831,20.990023,16:43:54,405,5873,16:29:00,14.9,4001,15,pl.Zawiszy
503,52.236462,21.018116,16:43:59,3,5875,16:43:00,0.9833333333333333,7049,01,Ordynacka
519,52.168278,21.08457,16:43:56,5,5884,16:35:00,8.933333333333334,3044,71,Wilanów
111,52.227592,21.094051,16:43:58,7,5900,16:30:00,13.966666666666667,2149,03,Umińskiego
111,52.245434,21.000034,16:43:58,2,5925,16:45:00,-1.0333333333333334,7099,01,Metro Ratusz-Arsenał
111,52.242458,21.013271,16:43:56,4,5945,16:40:00,3.933333333333333,7027,02,pl.Piłsudskiego
111,52.244448,20.979358,16:43:43,3,5956,16:36:00,7.716666666666667,5157,02,Esperanto
111,52.235954,21.018301,16:43:55,1,5972,16:38:00,5.916666666666667,7049,01,Ordynacka
127,52.2431857,21.0205007,16:43:57,1,5978,16:25:00,18.95,7100,02,Browarna
191,52.218109,20.983866,16:43:55,1,6201,16:39:00,4.916666666666667,4003,15,pl.Narutowicza
105,52.230151,20.982565,16:43:54,5,6206,16:37:00,6.9,5040,02,rondo Daszyńskiego
713,52.214516,20.744509,16:43:55,1,6230,16:36:00,7.916666666666667,5138,01,AGRICOOP
112,52.293118,21.010452,16:43:56,4,7211,16:32:00,11.933333333333334,1159,01,PKP Toruńska
523,52.239685,20.936844,16:43:54,8,7229,16:24:00,19.9,5031,01,Góralska
182,52.2299331,21.0677129,16:43:56,4,7309,16:27:00,16.933333333333334,2098,01,Międzynarodowa
150,52.341396,20.84671,16:43:55,2,756,16:40:00,3.9166666666666665,6168,01,Dziekanów Leśny
