lines,latitude,longitude,time,brigade,vehicle_number
145,52.2506,21.1306,16:41:56,015,8462
145,52.2912785,21.0181319,16:41:54,4,8465
162,52.1927683,21.0838683,16:41:51,5,8500
742,52.083451,21.128798,16:41:41,761,8501
165,52.176324,21.002485,16:41:47,4,8502
709,52.1466883,21.0174667,16:41:43,2,8503
217,52.1496133,21.0606383,16:41:48,3,8504
709,52.088741,21.019233,16:41:54,6,8505
148,52.181713,21.055608,16:41:55,9,8506
401,52.18324,20.980455,16:41:48,011,8507
710,52.07412,21.01201,16:41:45,4,8508
174,52.1896767,21.0166733,16:41:40,4,8509
189,52.173086,21.020938,16:41:53,9,8510
709,52.0887133,21.0194933,16:41:53,5,8511
193,52.170163,20.99539,16:41:50,06,8512
504,52.2008567,20.9844967,16:41:56,1,8513
319,52.205545,21.170166,16:41:46,06,8514
138,52.203185,21.00974,16:41:47,012,8517
139,52.1783267,21.0284433,16:41:41,066,8518
710,52.0996117,21.12551,16:41:53,6,8519
401,52.184091,20.976668,16:41:52,030,8520
138,52.2601733,21.0814567,16:41:43,011,8521
727,52.040011,20.95445,16:41:50,2,8522
742,52.109425,21.11315,16:41:44,1,8523
710,52.0766567,21.0404383,16:41:52,5,8524
136,52.2203017,20.9600533,16:41:34,018,8526
501,52.21748,21.0150517,16:41:50,4,8528
504,52.13127,21.057719,16:41:46,6,8530
709,52.180151,21.023683,16:41:48,4,8535
504,52.152174,21.020848,16:41:39,8,8536
217,52.160325,21.07246,16:41:44,06,8537
402,52.193595,21.0484217,16:41:43,5,8538
501,52.2196967,21.0158667,16:41:47,1,8539
162,52.2518783,21.0368867,16:41:46,08,8540
187,52.1940767,21.0554633,16:41:46,8,8541
522,52.15785,21.080261,16:41:38,08,8542
127,52.239335,21.0303317,16:41:49,2,8544
308,52.1896371,21.0205846,16:41:54,01,8545
331,52.1741917,21.020525,16:41:50,01,8547
710,52.0956083,21.11714,16:41:57,3,8548
709,52.179996,21.024018,16:41:45,011,8549
519,52.211213,21.02186,16:41:39,2,8550
709,52.16423,21.017649,16:41:57,422,8551
168,52.2071317,21.0478033,16:41:53,3,8552
522,52.2282467,21.00342,16:41:53,4,8554
504,52.128913,21.068784,16:41:55,012,8556
522,52.2223783,21.01657,16:41:56,5,8558
401,52.181184,20.987146,16:41:57,021,8559
218,52.178265,21.00309,16:41:47,4,8560
402,52.175738,21.044538,16:41:49,2,8561
502,52.222268,21.243404,16:41:44,466,8562
520,52.244916,21.003461,16:41:43,010,8563
411,52.2258405,21.1644144,16:41:55,468,8564
514,52.2499033,21.237665,16:41:44,1,8565
525,52.236221,21.085918,16:41:53,7,8566
402,52.198346,21.052148,16:41:47,6,8567
199,52.2915583,21.068455,16:41:48,1,8568
514,52.2347983,21.09895,16:41:44,4,8569
507,52.2316383,21.0196083,16:41:50,2,8570
202,52.24025,21.12861,16:41:46,09,8571
509,52.3164917,20.9569267,16:41:54,15,8572
523,52.220395,21.0293933,16:41:49,16,8573
151,52.2311133,21.093505,16:41:50,3,8574
520,52.2324367,21.1205233,16:41:48,6,8577
525,52.218247,21.015472,16:41:57,2,8578
509,52.246531,21.047696,16:41:57,7,8579
738,52.27464,21.0578767,16:41:55,06,8580
140,52.31201,21.096035,16:41:41,04,8582
112,52.2288183,20.9112267,16:41:43,1,8583
120,52.251373,21.03862,16:41:57,5,8584
511,52.2912817,20.92811,16:41:52,08,8585
138,52.204156,21.015318,16:41:51,1,8586
190,52.23811,20.9534117,16:41:47,7,8587
Z26,52.226375,20.943375,16:41:54,3,8588
509,52.22863,21.063105,16:41:48,12,8589
190,52.305003,21.085345,16:41:38,017,8590
518,52.2794983,20.978785,16:41:44,09,8591
132,52.2856817,20.99136,16:41:56,2,8592
500,52.254738,20.983363,16:41:51,3,8593
340,52.3349967,21.1149717,16:41:52,07,8594
162,52.259676,21.027509,16:41:57,1,8595
141,52.2206761,21.0452106,16:41:55,9,8800
522,52.1775049,21.060068,16:41:56,1,8801
504,52.21719,20.990358,16:41:54,4,8802
141,52.1896107,20.9593517,16:41:55,012,8804
504,52.1291041,21.0685685,16:41:54,7,8805
141,52.2071716,21.0467198,16:41:53,10,8806
501,52.187474,21.049559,16:41:55,3,8807
174,52.1996635,21.0118646,16:41:54,1,8808
709,52.1799491,21.0245908,16:41:56,3,8809
187,52.217236,21.013463,16:41:40,11,8810
174,52.2288561,21.0009663,16:41:57,09,8812
512,52.2495433,21.0423416,16:41:55,2,8813
136,52.2477278,20.965253,16:41:55,1,8815
174,52.2306337,20.9999237,16:41:55,6,8816
710,52.131257,21.0873311,16:41:52,08,8817
136,52.146083,21.053096,16:41:50,6,8818
504,52.137046,21.049858,16:41:42,5,8819
512,52.269611,21.061032,16:41:55,3,8820
140,52.2749596,21.0565696,16:41:57,05,8821
340,52.3334086,21.1134505,16:41:54,06,8822
138,52.1725505,21.0041531,16:41:59,7,8823
148,52.1920476,21.0462651,16:41:48,5,8824
174,52.1718392,21.005643,16:41:55,3,8825
136,52.2047715,20.9858053,16:41:56,10,8826
188,52.1688803,20.9743905,16:41:52,3,8827
720,52.2348483,21.115872,16:41:56,2,8828
E-2,52.20803,21.0298296,16:41:58,03,8829
141,52.2010518,21.031968,16:41:56,1,8830
720,52.1351033,21.4445186,16:41:56,1,8832
182,52.2363106,21.1130433,16:41:56,5,8833
520,52.2284426,21.0625725,16:41:56,09,8836
704,52.2222345,21.3479303,16:41:57,2,8837
520,52.2193421,21.0257385,16:41:53,7,8839
411,52.2176338,21.0186059,16:41:40,02,8841
151,52.222105,21.0361103,16:41:56,2,8842
127,52.2314859,21.035673,16:41:55,9,8843
520,52.2355063,21.0787591,16:41:54,3,8844
143,52.2614895,21.1783173,16:41:48,3,8845
523,52.2391126,20.9447971,16:41:57,12,8846
520,52.2398943,21.1553665,16:41:53,011,8848
411,52.2317865,21.1190216,16:41:54,465,8850
158,52.2365016,21.11292,16:41:56,8,8851
520,52.231385,21.0110631,16:41:53,1,8852
102,52.2503763,21.0585591,16:41:56,546,8853
411,52.2181153,21.0204053,16:41:54,462,8854
411,52.216681,21.228183,16:41:39,467,8855
240,52.3217523,21.0859136,16:41:48,04,8856
500,52.300343,21.041709,16:41:48,7,8858
138,52.2196253,21.0271123,16:41:51,6,8860
E-2,52.240515,21.014179,16:41:52,02,8861
731,52.39539,20.9384928,16:41:55,475,8862
140,52.2738831,21.0602735,16:41:57,06,8863
512,52.28662,21.0751003,16:41:55,5,8864
512,52.284568,21.051338,16:41:55,4,8865
138,52.2608008,21.0687928,16:41:50,4,8867
500,52.292074,21.048686,16:41:52,1,8868
240,52.2921915,21.0487565,16:41:58,3,8869
512,52.253043,21.0367601,16:41:51,1,8870
723,52.4033875,20.9159585,16:41:48,732,8872
340,52.3029145,21.0883393,16:41:52,05,8873
140,52.361836,21.121854,16:41:54,09,8874
140,52.3171178,21.1000625,16:41:53,07,8875
245,52.2798713,21.1305411,16:41:53,2,8876
140,52.3430903,21.1213853,16:41:56,08,8877
340,52.3033921,21.089018,16:41:56,01,8878
340,52.2813415,21.0709528,16:41:56,02,8879
709,52.10382,21.0185928,16:41:53,7,8880
141,52.2400483,21.0822403,16:41:53,8,8881
168,52.2075485,21.0607405,16:41:54,7,8882
517,52.2164201,20.9810208,16:41:49,9,8883
217,52.1500661,21.0458191,16:41:47,4,8884
709,52.0769456,21.0262518,16:41:55,012,8885
168,52.236291,21.112566,16:41:46,5,8886
168,52.2314681,21.0957548,16:41:52,4,8889
143,52.2442146,21.0843433,16:41:55,1,8890
308,52.185551,20.9927423,16:41:53,02,8891
148,52.1561321,20.999265,16:41:48,1,8892
187,52.1929575,20.8921801,16:41:52,2,8893
166,52.1283823,21.068611,16:41:54,011,8894
317,52.1704905,21.064662,16:41:52,1,8895
172,52.2106236,20.9785551,16:41:53,9,8896
148,52.244777,21.0874616,16:41:55,7,8897
317,52.1742158,21.043779,16:41:53,5,8898
141,52.21155,21.04728,16:41:57,5,8899
161,52.183281,21.196381,16:41:54,1,9062
133,52.333881,20.960192,16:41:41,1,9063
161,52.171955,21.187971,16:41:57,2,9064
211,52.318089,20.951679,16:41:53,010,9065
211,52.310272,20.970972,16:41:52,09,9066
211,52.311615,20.967684,16:41:07,08,9067
314,52.316795,20.960928,16:41:57,1,9068
104,52.300243,21.028994,16:41:52,03,9069
262,52.272915,21.063381,16:41:57,03,9070
211,52.317543,20.953297,16:41:49,012,9071
211,52.348885,20.944233,16:41:21,461,9073
104,52.334824,21.033398,16:41:54,2,9074
900,52.340897,20.948538,16:41:58,1,9075
211,52.342571,20.94268,16:41:47,1,9076
211,52.33989,20.939955,16:41:16,2,9077
211,52.331985,20.949492,16:41:53,3,9078
262,52.273525,21.064589,16:41:58,1,9079
262,52.286545,21.087824,16:41:57,2,9081
332,52.315224,21.03256,16:41:28,1,9082
104,52.295807,21.032928,16:41:55,1,9083
314,52.312405,21.002615,16:41:01,4,9084
211,52.348076,20.94195,16:41:55,011,9090
314,52.361317,21.054211,16:41:54,454,9093
314,52.304008,21.011438,16:41:56,2,9094
305,52.2260641,21.1459023,16:41:55,1,9201
809,52.1224588,21.0180568,16:41:57,572,9202
133,52.3555493,20.9822631,16:41:56,348,9203
164,52.182407,21.056827,16:41:57,1,9204
264,52.2063595,20.8829891,16:41:53,1,9205
201,52.2640412,20.9239825,16:41:55,05,9206
164,52.184019,21.059403,16:41:57,2,9207
164,52.1612933,21.1007437,16:41:55,3,9208
201,52.2647093,20.944727,16:41:57,2,9210
201,52.2606437,20.9252423,16:41:54,3,9211
201,52.2515141,20.9378155,16:41:16,4,9212
203,52.2838622,20.9273023,16:41:54,1,9214
815,52.1190146,20.9442482,16:41:55,573,9215
809,52.123118,21.012332,16:41:55,574,9219
164,52.1904763,21.082234,16:41:56,2,9220
201,52.2469619,20.9467,16:41:55,1,9226
239,52.1558113,21.0237983,16:41:56,571,9227
211,52.3161198,20.9613664,16:41:28,460,9228
203,52.2898106,20.932461,16:41:57,472,9229
211,52.2916087,21.0009875,16:41:57,5,9230
264,52.1333579,21.0994972,16:41:55,1,9231
211,52.301654,20.978873,16:41:52,6,9232
349,52.228529,20.907604,16:41:53,1,9242
815,52.154039,21.037675,16:41:57,775,9245
Z12,52.2135576,20.8725828,16:41:58,1,9251
133,52.3183431,20.9519639,16:41:55,2,9252
Z12,52.2908167,20.9293772,16:41:55,1,9253
142,52.24464,21.088301,16:41:51,1,9303
142,52.165787,21.220615,16:41:54,4,9305
234,52.340919,21.057095,16:41:55,3,9311
179,52.148254,21.060829,16:41:54,7,9312
196,52.257393,21.158993,16:41:55,03,9314
142,52.267883,21.077892,16:41:54,08,9315
135,52.247673,21.045734,16:41:54,08,9316
135,52.267166,21.037928,16:41:57,4,9317
179,52.161999,21.036974,16:41:54,3,9318
179,52.145374,21.026747,16:41:57,5,9319
179,52.138905,21.054354,16:41:56,10,9320
256,52.327942,21.065546,16:41:55,1,9321
147,52.201023,21.126362,16:41:56,08,9322
147,52.267796,21.078016,16:41:50,08,9323
135,52.248089,21.047255,16:41:57,5,9324
179,52.155769,21.022779,16:41:54,2,9325
198,52.216454,21.231754,16:41:56,04,9326
135,52.266479,21.030693,16:41:50,3,9327
179,52.128864,21.068609,16:41:56,9,9329
147,52.236763,21.05265,16:41:57,06,9330
142,52.244595,21.088121,16:41:54,08,9332
196,52.256836,21.177114,16:41:52,2,9333
179,52.149677,21.045147,16:41:53,6,9334
739,52.080551,21.039848,16:41:55,2,9335
256,52.314503,21.066982,16:41:52,2,9337
179,52.151566,21.048456,16:41:57,11,9338
135,52.237511,21.099163,16:41:57,1,9339
198,52.250561,21.221964,16:41:53,3,9340
179,52.145294,21.026398,16:41:56,51,9341
179,52.138927,21.054638,16:41:57,012,9342
135,52.239582,21.08359,16:41:50,2,9343
234,52.317802,21.036152,16:41:51,2,9344
142,52.232845,21.130392,16:41:52,469,9345
234,52.315609,21.02981,16:41:55,1,9346
142,52.175335,21.153492,16:41:57,5,9347
135,52.243286,21.078033,16:41:57,07,9348
739,52.093292,21.03503,16:41:52,3,9349
147,52.221722,21.243273,16:41:53,07,9350
256,52.308731,21.06171,16:41:58,03,9351
179,52.131241,21.057344,16:41:57,8,9352
198,52.245613,21.223072,16:41:54,2,9353
196,52.259792,21.162672,16:41:57,1,9354
739,52.090969,21.050694,16:41:57,1,9356
198,52.216305,21.235374,16:41:55,1,9358
142,52.172215,21.170692,16:41:56,3,9359
176,52.346218,20.979469,16:41:52,2,9402
326,52.329323,21.030277,16:41:48,5,9403
516,52.326607,20.936916,16:41:47,5,9404
516,52.296684,20.996206,16:41:37,4,9405
103,52.26926,20.942879,16:41:46,5,9411
152,52.325115,21.050463,16:41:53,5,9412
103,52.252995,20.966417,16:41:53,6,9413
152,52.34494,20.996996,16:41:53,06,9414
152,52.326252,21.036181,16:41:52,1,9415
152,52.319511,20.968315,16:41:37,2,9416
743,52.229168,20.863701,16:41:56,04,9418
157,52.226696,20.995552,16:41:57,430,9419
516,52.340038,20.939379,16:41:56,1,9420
356,52.274971,21.06539,16:41:31,02,9422
157,52.251183,20.986029,16:41:53,3,9424
326,52.293633,21.032461,16:41:53,1,9425
176,52.32082,20.996172,16:41:34,04,9426
152,52.333698,21.01807,16:41:45,4,9427
103,52.26165,20.95476,16:41:56,1,9428
157,52.268894,20.985399,16:41:50,4,9429
516,52.320786,20.972338,16:41:56,2,9430
356,52.273754,21.053471,16:41:56,01,9431
326,52.301285,21.039526,16:41:55,07,9432
157,52.28989,20.976416,16:41:54,5,9433
176,52.293713,21.0165,16:41:50,03,9434
103,52.243263,20.966183,16:41:54,7,9435
157,52.268047,20.987095,16:41:57,6,9436
516,52.291161,21.000929,16:41:49,3,9437
157,52.232407,20.992247,16:41:54,9,9438
103,52.236862,20.965212,16:41:55,010,9440
157,52.24543,20.985916,16:41:45,8,9441
157,52.216526,20.980671,16:41:50,10,9442
356,52.271557,21.062836,16:41:55,03,9443
103,52.284313,20.955183,16:41:55,2,9444
326,52.313194,21.000681,16:41:55,06,9446
103,52.290218,20.935717,16:41:47,09,9447
743,52.231476,20.761435,16:41:55,3,9448
157,52.218987,20.98332,16:41:54,011,9449
157,52.21682,20.981316,16:41:57,1,9450
103,52.224758,20.96933,16:41:55,08,9451
103,52.290245,20.926888,16:41:50,4,9452
176,52.29187,21.018177,16:41:55,1,9453
326,52.345192,21.056839,16:41:46,2,9454
157,52.263363,20.991404,16:41:55,7,9455
103,52.290054,20.929794,16:41:39,3,9456
326,52.271576,20.968733,16:41:48,4,9457
326,52.313648,21.002224,16:41:56,3,9458
743,52.229168,20.867729,16:41:57,2,9459
146,52.228726,21.05798,16:41:41,3,946
194,52.206148,20.859203333,16:41:56,06,9501
121,52.271508,20.973183667,16:41:54,2,9502
149,52.238057333,20.9136985,16:41:57,662,9503
194,52.196175,20.867067333,16:41:55,07,9505
311,52.251193333,21.0708455,16:41:51,04,9506
121,52.294685333,20.945226167,16:41:58,3,9507
149,52.249453667,20.897312,16:41:55,1,9508
149,52.2376695,20.913873833,16:41:55,663,9509
220,52.1965535,20.896881833,16:41:49,09,9510
159,52.213910333,21.046741833,16:41:57,1,9511
715,52.175465333,20.9436985,16:41:55,54,9512
194,52.194768667,20.867666167,16:41:56,1,9513
220,52.193728667,20.903072333,16:41:57,5,9514
121,52.287592,20.932009167,16:41:55,1,9515
159,52.195296333,21.0540965,16:41:56,2,9516
311,52.23535,21.086315833,16:41:51,05,9517
121,52.272472167,20.925194667,16:41:53,04,9518
159,52.224208667,21.02774,16:41:55,3,9519
194,52.207032,20.891844,16:41:57,65,9520
159,52.1983915,21.052274167,16:41:58,4,9522
715,52.136552667,20.971708,16:41:53,56,9523
220,52.2312495,20.896718333,16:41:57,1,9524
159,52.2167535,20.961571167,16:41:57,8,9525
220,52.248965,20.920251833,16:41:57,07,9526
194,52.207561,20.904917667,16:41:55,4,9527
737,52.109737,20.996905833,16:41:58,55,9529
220,52.237671333,20.8966725,16:41:55,3,9530
707,52.082523333,21.0062785,16:41:56,02,9531
159,52.2232555,21.000523,16:41:56,6,9532
220,52.2268615,20.897102833,16:41:50,4,9533
220,52.249229833,20.921107,16:41:58,08,9534
707,52.146294333,20.9110645,16:41:56,1,9536
737,52.068063,20.952078167,16:41:53,058,9537
712,52.259828333,20.8529415,16:41:22,02,9539
715,52.142863833,21.023831833,16:41:58,52,9540
737,52.143766,21.025045333,16:41:56,53,9542
712,52.239648667,20.9167855,16:41:53,1,9543
194,52.225059333,20.9308015,16:41:55,63,9545
220,52.206395333,20.883004333,16:41:54,09,9547
220,52.176586667,20.911774167,16:41:57,6,9548
715,52.134600667,20.975572833,16:41:53,057,9551
737,52.162003833,21.036887833,16:41:55,61,9552
159,52.211925833,20.954379333,16:41:54,5,9553
104,52.327721667,21.031337,16:41:58,04,9554
194,52.209079,20.913526333,16:41:54,2,9555
159,52.223402833,21.000494667,16:41:57,7,9557
220,52.260747333,20.925084333,16:41:57,2,9559
311,52.2222645,21.102717,16:41:54,06,9561
212,52.269936,21.048834,16:41:55,2,9675
736,52.398842,20.942936,16:41:58,1,9678
204,52.297237,21.033068,16:41:56,1,9679
110,52.271873,20.969019,16:41:56,72,9685
212,52.30188,21.056934,16:41:56,4,9686
226,52.340206,21.048729,16:41:53,2,9687
226,52.3003301,21.0343471,16:41:58,04,9689
212,52.277157,21.066442,16:41:48,5,9690
212,52.292408,21.041563,16:41:58,3,9693
226,52.305893,21.057886,16:41:56,1,9694
110,52.28286,20.917006,16:41:57,71,9697
226,52.345997,21.051687,16:41:54,3,9698
212,52.269531,21.040289,16:41:53,1,9699
131,52.228623,21.00568,16:41:57,014,9801
131,52.19878,21.05158,16:41:55,7,9802
185,52.150132,21.046303,16:41:54,1,9803
817,52.18407,20.897568,16:41:55,04,9804
185,52.18256,21.057084,16:41:55,4,9805
131,52.20638,20.883454,16:41:57,015,9806
167,52.25841,20.89848,16:41:55,10,9807
167,52.236237,20.939698,16:41:55,12,9808
817,52.15398,20.792717,16:41:54,03,9810
131,52.22838,21.00581,16:41:55,12,9811
131,52.22275,21.016457,16:41:56,13,9812
167,52.212067,20.977494,16:41:57,1,9813
167,52.2497,20.898247,16:41:56,017,9814
167,52.20884,21.0777,16:41:55,3,9815
167,52.2083,21.08294,16:41:52,4,9816
167,52.21608,20.96274,16:41:55,014,9817
131,52.168168,21.084015,16:41:54,8,9818
167,52.20644,20.88341,16:41:58,4,9819
185,52.18267,21.057282,16:41:58,5,9820
167,52.209641,21.07625,16:41:53,5,9821
167,52.21671,21.00493,16:41:55,7,9822
167,52.20638,20.88284,16:41:53,016,9823
185,52.22689,21.042985,16:41:56,013,9824
167,52.23916,20.91508,16:41:55,8,9825
102,52.206803,20.882844,16:41:53,09,9826
167,52.26458,20.88516,16:41:52,9,9827
167,52.21996,20.959771,16:41:57,6,9828
185,52.1948,21.05465,16:41:56,11,9829
185,52.17096,21.041848,16:41:55,12,9830
185,52.14269,21.02199,16:41:55,2,9831
131,52.20681,21.038262,16:41:56,2,9832
167,52.206894,21.03658,16:41:57,013,9833
185,52.14252,21.021966,16:41:55,3,9834
131,52.20679,21.042275,16:41:58,4,9835
185,52.24503,21.023613,16:41:56,432,9836
185,52.2063,20.883523,16:41:57,014,9837
185,52.24556,21.02254,16:41:58,6,9838
167,52.258194,20.898224,16:41:53,601,9839
185,52.270524,20.991753,16:41:56,9,9840
131,52.181321,21.06904,16:41:53,6,9841
131,52.1988523,21.0506068,16:41:57,9,9842
131,52.18616,21.064728,16:41:54,5,9843
131,52.21338,21.02649,16:41:57,3,9844
185,52.269211,20.98797,16:41:57,7,9845
185,52.289643,20.97562,16:41:56,8,9846
817,52.21912,20.968125,16:41:56,01,9847
817,52.18628,20.906456,16:41:53,02,9848
131,52.206955,21.03537,16:41:56,1,9849
167,52.20694,21.047143,16:41:55,016,9850
167,52.20696,21.046341,16:41:54,2,9851
131,52.22349,21.01532,16:41:54,10,9853
131,52.18145,21.068917,16:41:55,11,9854
114,52.270168,20.991028,16:41:05,6,9901
112,52.304955,21.060339,16:41:05,013,9902
210,52.296673,20.797785,16:41:35,4,9903
112,52.296314,21.038038,16:41:53,014,9905
114,52.310802,20.924858,16:41:56,M23,9906
112,52.264183,20.928902,16:41:28,016,9907
114,52.287388,21.027235,16:41:55,011,9908
186,52.319096,20.951351,16:41:54,3,9909
719,52.259026,20.599726,16:41:44,08,9910
511,52.291317,20.927969,16:41:53,05,9912
114,52.304966,20.935287,16:41:53,21,9913
150,52.341537,20.847271,16:41:54,1,9914
186,52.300461,20.992577,16:41:53,6,9915
193,52.173214,21.022848,16:41:47,4,9917
193,52.169834,20.996534,16:41:58,5,9918
193,52.155003,21.036667,16:41:58,3,9919
112,52.278843,20.977686,16:41:56,012,9920
193,52.172794,21.038754,16:41:57,1,9921
210,52.288033,20.871128,16:41:41,5,9922
114,52.270256,20.950891,16:41:57,2,9923
114,52.288338,20.932819,16:41:57,8,9927
114,52.269295,20.988239,16:41:45,7,9928
114,52.292778,20.931034,16:41:37,9,9929
719,52.252022,20.737356,16:41:27,09,9930
210,52.287861,20.87254,16:41:52,2,9932
186,52.319576,20.968252,16:41:52,4,9933
719,52.24012,20.890545,16:41:17,06,9934
114,52.291958,20.93107,16:41:52,010,9935
193,52.161957,21.036945,16:41:16,2,9936
114,52.288147,21.029722,16:41:58,5,9937
186,52.215931,20.963032,16:41:58,9,9938
114,52.291248,20.927818,16:41:48,M22,9939
210,52.291824,20.930864,16:41:57,6,9940
186,52.318409,20.974121,16:41:55,494,9941
186,52.206104,20.971146,16:41:40,10,9943
186,52.219936,20.959467,16:41:52,11,9944
210,52.285774,20.887215,16:41:51,1,9945
114,52.298008,20.934893,16:41:53,1,9946
186,52.311558,20.978596,16:41:10,1,9949
186,52.333176,20.941658,16:41:53,2,9950
114,52.295094,21.013533,16:41:26,4,9951
210,52.278393,20.874706,16:41:46,5,9952
719,52.239674,20.894415,16:41:26,07,9953
186,52.273232,20.966219,16:41:54,12,9954
186,52.268291,20.960566,16:41:25,495,9955
225,52.2591655,21.1274411,16:42:47,501,1000
219,52.2140213,21.1538721,16:42:41,1,1001
213,52.1595098,21.2032428,16:42:43,3,1002
213,52.2011233,21.1675121,16:42:44,4,1003
225,52.2326298,21.1150616,16:42:46,503,1004
225,52.2765543,21.1681083,16:42:47,502,1005
213,52.1743461,21.2302345,16:42:47,2,1006
219,52.1856549,21.1576063,16:42:46,2,1007
L-8,52.4059883,20.981466,16:42:45,1,10071
L31,52.4289811,21.0306131,16:42:48,1,10072
L49,52.3758645,20.9234586,16:42:46,1,10073
L24,52.0776656,21.0981471,16:42:45,696,10074
L-8,52.3950943,21.0448466,16:42:47,02,10075
225,52.2240648,21.0974533,16:42:40,04,1009
219,52.2218053,21.0922116,16:42:48,3,1010
213,52.2142325,21.1425056,16:42:47,1,1013
213,52.2227588,21.1024625,16:42:47,5,1014
239,52.15416,21.038473,16:42:47,777,1020
192,52.14959,21.031946,16:42:48,3,1021
263,52.147098,21.04137,16:42:47,4,1022
200,52.1318827,21.0987767,16:42:48,1,1023
107,52.206581,21.042593,16:42:47,9,1024
163,52.161396,21.105335,16:42:49,03,1025
339,52.179569,21.024002,16:42:49,01,1026
108,52.220074,21.036505,16:42:48,1,1028
164,52.1676787,21.0839646,16:42:48,04,1029
192,52.136646,21.060701,16:42:46,06,1030
239,52.15567,21.033714,16:42:44,776,1031
163,52.162468,21.084991,16:42:44,01,1032
192,52.141998,21.044317,16:42:47,2,1034
208,52.21146,20.975397,16:42:47,05,1036
107,52.2390717,21.0055685,16:42:48,7,1037
164,52.1456922,21.1387084,16:42:49,05,1038
204,52.324596,21.065366,16:42:47,03,1040
107,52.26386,21.047109,16:42:41,2,1042
204,52.3244667,21.0562483,16:42:38,07,1043
107,52.221535,21.0439917,16:42:46,8,1044
204,52.2935483,21.03099,16:42:47,06,1045
107,52.22377,21.0320033,16:42:46,4,1046
204,52.317675,21.033815,16:42:39,04,1048
204,52.317746,21.046466,16:42:29,05,1049
228,52.209924,20.919305,16:42:44,2,1050
208,52.20913,20.948184,16:42:29,2,1051
228,52.201895,20.9335783,16:42:47,3,1052
228,52.19342,20.972785,16:42:34,1,1054
207,52.2060467,20.8857233,16:42:38,2,1055
207,52.204185,20.8796717,16:42:36,1,1057
208,52.2164383,20.9612233,16:42:35,591,1059
163,52.18095,21.054752,16:42:49,02,1060
339,52.150803,21.092098,16:42:46,02,1061
192,52.139675,21.058033,16:42:48,1,1062
108,52.181374,21.075474,16:42:46,399,1063
208,52.208206,20.946835,16:42:46,06,1064
263,52.159695,21.087477,16:42:45,06,1065
107,52.192547,21.062523,16:42:48,1,1066
108,52.1754,21.043112,16:42:48,4,1068
339,52.13129,21.087805,16:42:49,03,1069
107,52.243553,20.987209,16:42:49,6,1070
200,52.227448,21.002466,16:42:49,2,1071
192,52.153477,21.043802,16:42:45,5,1072
208,52.20281,20.9691119,16:42:49,03,1073
108,52.225395,21.034426,16:42:49,2,1074
108,52.176182,21.040461,16:42:49,5,1075
192,52.179985,21.023605,16:42:45,4,1076
108,52.194504,21.08786,16:42:47,3,1077
107,52.215168,21.04594,16:42:44,3,1078
106,52.2407573,21.0159303,16:42:39,09,1101
173,52.2504116,21.0694666,16:42:46,10,1102
178,52.2133471,20.9541828,16:42:44,013,1106
338,52.2537008,21.035576,16:42:44,02,1109
173,52.237756,21.1449221,16:42:46,2,1110
169,52.255961,21.035158,16:42:45,4,1112
106,52.2391165,21.0173311,16:42:44,08,1115
303,52.2675475,20.9607078,16:42:45,2,1117
338,52.2603621,21.0966105,16:42:44,05,1118
123,52.265309,21.044763,16:42:43,5,1119
218,52.189198,21.017557,16:42:48,2,1200
263,52.179539,21.07173,16:42:47,5,1201
263,52.157894,21.081326,16:42:46,2,1202
166,52.246128,21.047899,16:42:47,6,1203
218,52.179733,21.024286,16:42:49,5,1204
739,52.105381,21.018744,16:42:46,013,1205
106,52.235054,20.992722,16:42:44,6,1206
263,52.182602,21.057173,16:42:48,1,1207
139,52.105057,21.098492,16:42:48,61,1208
319,52.188195,20.995166,16:42:40,03,1209
139,52.171333,21.060797,16:42:47,62,1211
251,52.169559,21.069407,16:42:48,65,1212
263,52.15696,21.077356,16:42:48,3,1213
251,52.0894842,21.1231181,16:42:48,63,1214
218,52.183411,20.998999,16:42:29,1,1216
251,52.126694,21.103386,16:42:44,64,1217
118,52.223949,21.023989,16:42:45,4,1218
739,52.179846,21.0243369,16:42:48,014,1219
739,52.107262,21.018425,16:42:44,07,1220
106,52.2463806,21.0193702,16:42:48,4,1221
106,52.2287859,20.9679427,16:42:47,2,1222
218,52.1890762,21.016247,16:42:49,3,1223
181,52.2868313,20.9530665,16:42:44,4,1400
178,52.2034021,20.9264406,16:42:43,012,1401
173,52.250488,21.079712,16:42:46,1,1412
119,52.209129,21.201988,16:42:46,2,1413
168,52.188828,20.996994,16:42:48,09,1414
119,52.201511,21.128992,16:42:48,3,1415
183,52.2554357,21.1560182,16:42:48,5,1416
319,52.155819,21.074047,16:42:43,02,1417
730,52.2346147,21.115698,16:42:44,01,1418
146,52.250275,21.052361,16:42:48,08,1419
183,52.235912,21.123486,16:42:42,3,1420
183,52.23447,21.126272,16:42:47,6,1421
183,52.2528,21.167992,16:42:44,4,1422
168,52.212135,21.016079,16:42:48,1,1424
173,52.2407079,21.1093716,16:42:48,012,1425
146,52.157902,21.214455,16:42:47,09,1426
147,52.236958,21.052519,16:42:45,5,1427
153,52.263912,21.156807,16:42:45,3,1428
183,52.24472,21.086916,16:42:47,2,1429
117,52.229908,21.012953,16:42:44,2,1430
240,52.338255,21.1189231,16:42:45,1,1500
166,52.1392108,21.0581093,16:42:45,2,1501
118,52.2380043,21.0282753,16:42:45,3,1502
