lines,latitude,longitude,time,brigade,vehicle_number
411,52.224424,21.095648,17:11:16,467,8855
240,52.3126963,21.0659796,17:11:24,04,8856
500,52.253263,20.982256,17:11:25,7,8858
138,52.2632878,21.0571776,17:11:21,6,8860
E-2,52.2276016,21.0232018,17:11:25,02,8861
731,52.414715,20.9312573,17:11:25,475,8862
140,52.32178,21.1042315,17:11:27,06,8863
512,52.2764043,21.066577,17:11:25,5,8864
512,52.252445,21.050399,17:11:17,4,8865
138,52.2606835,21.0880811,17:11:24,4,8867
500,52.266988,21.030861,17:11:13,1,8868
240,52.3331196,21.113511,17:11:23,3,8869
512,52.2861055,21.05004,17:11:28,1,8870
723,52.377191,20.9188243,17:11:23,732,8872
340,52.2788403,21.0688911,17:11:27,05,8873
140,52.2830385,21.0719675,17:11:23,09,8874
140,52.275607,21.0545363,17:11:23,07,8875
245,52.300443,21.0416243,17:11:23,2,8876
140,52.2766071,21.052782,17:11:26,08,8877
340,52.2957028,21.0824973,17:11:23,01,8878
340,52.3315291,21.1119245,17:11:21,02,8879
709,52.1122936,21.018564,17:11:24,7,8880
141,52.243155,21.0995485,17:11:23,8,8881
168,52.2363141,21.112887,17:11:28,7,8882
517,52.222886,21.043102,17:11:19,9,8883
217,52.1771086,21.0345553,17:11:28,4,8884
709,52.152503,21.017843,17:11:28,012,8885
168,52.206773,21.042564,17:11:10,5,8886
168,52.2129828,21.0187551,17:11:21,4,8889
143,52.2164073,20.992815,17:11:25,1,8890
308,52.1854068,20.9899175,17:11:27,02,8891
148,52.1804715,21.0539086,17:11:28,1,8892
187,52.2161401,20.988675,17:11:28,2,8893
166,52.1777585,21.0449305,17:11:26,011,8894
317,52.1734805,21.0371926,17:11:26,1,8895
172,52.2014036,21.0329811,17:11:22,9,8896
148,52.1969186,21.0505783,17:11:24,7,8897
317,52.1752106,20.9444831,17:11:27,5,8898
141,52.19541,21.003123,17:11:18,5,8899
161,52.186615,21.2248,17:10:34,1,9062
133,52.335449,20.962454,17:11:12,1,9063
161,52.183956,21.187569,17:11:27,2,9064
211,52.338524,20.938435,17:11:27,010,9065
211,52.318596,20.965893,17:10:45,09,9066
211,52.348873,20.943256,17:11:09,08,9067
314,52.316505,21.000212,17:11:28,1,9068
104,52.324997,21.032032,17:11:26,03,9069
262,52.286549,21.087742,17:11:26,03,9070
211,52.331894,20.951523,17:11:26,012,9071
211,52.302906,20.988142,17:10:51,461,9073
104,52.293503,21.031122,17:11:28,2,9074
900,52.354607,20.952988,17:11:30,1,9075
211,52.349171,20.944269,17:11:21,1,9076
211,52.302696,20.989824,17:11:17,2,9077
211,52.316925,20.961241,17:11:25,3,9078
262,52.279915,21.072069,17:11:26,1,9079
262,52.273369,21.064463,17:11:28,2,9081
332,52.31583,21.032568,17:11:00,1,9082
104,52.330788,21.032368,17:11:25,1,9083
161,52.171246,21.194065,17:10:53,03,9088
211,52.302032,20.978539,17:11:27,011,9090
314,52.305771,21.017679,17:11:26,454,9093
314,52.317188,20.952732,17:11:24,2,9094
305,52.2237577,21.1396747,17:11:25,1,9201
809,52.1300158,20.9862579,17:11:22,572,9202
133,52.3173981,20.9508011,17:11:27,348,9203
164,52.143253,21.144417,17:11:27,1,9204
264,52.2063998,20.8829778,17:11:29,1,9205
201,52.2526452,20.9350049,17:11:27,05,9206
164,52.182762,21.057539,17:11:25,2,9207
164,52.1905253,21.0800211,17:11:26,3,9208
201,52.2638075,20.9277826,17:11:26,2,9210
201,52.23898,20.946828,17:11:28,3,9211
201,52.2683735,20.933262,17:11:28,4,9212
203,52.2881774,20.9326806,17:11:25,1,9214
815,52.1522436,21.0284927,17:10:49,573,9215
239,52.154351,21.038796,17:11:28,574,9219
164,52.1663803,21.0825153,17:11:28,2,9220
201,52.26053,20.925006,17:11:25,1,9226
809,52.1491156,21.0318776,17:11:28,571,9227
211,52.3020742,20.9815791,17:11:27,460,9228
203,52.2891966,20.933801,17:11:26,472,9229
211,52.331645,20.9575008,17:11:29,5,9230
264,52.133287,21.0997253,17:11:25,1,9231
211,52.340233,20.939146,17:11:26,6,9232
349,52.229755,20.914863,17:11:26,1,9242
815,52.131508,20.969627,17:11:29,775,9245
Z12,52.2076533,20.882409,17:11:28,1,9251
133,52.3342323,20.9607443,17:11:25,2,9252
Z12,52.28055,20.8759515,17:11:25,1,9253
142,52.188747,21.141447,17:11:23,1,9303
142,52.172646,21.176107,17:11:29,4,9305
234,52.317184,21.050659,17:11:28,3,9311
179,52.162243,21.035587,17:11:23,7,9312
196,52.260372,21.163118,17:11:29,03,9314
142,52.2676004,21.0776602,17:11:29,08,9315
135,52.248505,21.107401,17:11:29,08,9316
135,52.247635,21.044615,17:11:25,4,9317
179,52.1509057,21.0474739,17:11:29,3,9318
179,52.15591,21.024813,17:11:28,5,9319
179,52.142422,21.066221,17:11:23,10,9320
256,52.294155,21.048502,17:11:29,1,9321
147,52.237316,21.044859,17:11:28,08,9322
135,52.265717,21.031315,17:11:25,5,9324
179,52.149426,21.059422,17:11:28,2,9325
198,52.253799,21.22374,17:11:28,04,9326
135,52.237858,21.086203,17:11:23,3,9327
179,52.147705,21.041939,17:11:29,9,9329
147,52.247078,21.043125,17:11:24,06,9330
142,52.229729,21.137075,17:11:24,08,9332
196,52.257301,21.161133,17:11:28,2,9333
179,52.162033,21.036917,17:11:26,6,9334
739,52.113586,21.018583,17:11:24,2,9335
256,52.324249,21.075811,17:11:26,2,9337
179,52.12891,21.068626,17:11:29,11,9338
135,52.245274,21.074915,17:11:29,1,9339
198,52.221706,21.243252,17:11:26,3,9340
179,52.131176,21.059732,17:11:26,51,9341
179,52.131214,21.05872,17:11:26,012,9342
135,52.245735,21.104877,17:11:29,2,9343
234,52.314041,21.029955,17:11:29,2,9344
142,52.244633,21.088228,17:11:26,469,9345
234,52.338696,21.067108,17:11:28,1,9346
142,52.169899,21.24217,17:11:24,5,9347
135,52.263721,21.038353,17:11:29,07,9348
739,52.098675,21.043648,17:11:27,3,9349
147,52.200855,21.125509,17:11:29,07,9350
256,52.3279,21.065525,17:11:29,03,9351
179,52.149086,21.032146,17:11:26,8,9352
198,52.226505,21.22373,17:11:23,2,9353
196,52.256809,21.177086,17:11:25,1,9354
739,52.171711,21.019648,17:11:29,1,9356
198,52.225143,21.223196,17:11:27,1,9358
142,52.242222,21.103079,17:11:28,3,9359
176,52.291912,21.018141,17:11:18,2,9402
326,52.272095,20.968643,17:11:27,5,9403
516,52.291164,21.000944,17:11:23,5,9404
516,52.322609,20.965363,17:11:09,4,9405
103,52.290203,20.926971,17:11:21,5,9411
152,52.319607,20.968304,17:11:00,5,9412
103,52.290451,20.935728,17:11:29,6,9413
152,52.326218,21.046591,17:11:29,06,9414
152,52.333557,21.019331,17:11:17,1,9415
152,52.316376,21.059605,17:11:07,2,9416
743,52.226021,20.772863,17:11:28,04,9418
157,52.209869,20.970436,17:11:29,430,9419
516,52.305866,20.985813,17:11:28,1,9420
356,52.269264,21.059963,17:11:03,02,9422
157,52.207973,20.96397,17:11:28,3,9424
326,52.346207,21.055607,17:11:25,1,9425
176,52.30064,21.011305,17:11:05,04,9426
152,52.319508,20.968386,17:11:20,4,9427
103,52.229023,20.978352,17:11:26,1,9428
157,52.219307,20.983494,17:11:26,4,9429
516,52.332409,20.935852,17:11:26,2,9430
356,52.272823,21.084873,17:11:27,01,9431
326,52.361076,21.050447,17:11:20,07,9432
157,52.240124,20.986742,17:11:19,5,9433
176,52.320023,20.996849,17:11:26,03,9434
103,52.244991,20.96723,17:10:48,7,9435
157,52.253975,20.994507,17:11:23,6,9436
516,52.339664,20.940758,17:11:14,3,9437
157,52.276566,20.980276,17:11:29,9,9438
103,52.284107,20.955624,17:11:28,010,9440
157,52.281925,20.972597,17:11:22,8,9441
157,52.253483,20.996838,17:11:16,10,9442
356,52.276836,21.051842,17:11:27,03,9443
103,52.239643,20.965406,17:11:28,2,9444
326,52.309696,20.988955,17:11:25,06,9446
103,52.29446,20.945309,17:11:18,09,9447
743,52.227314,20.888029,17:11:28,3,9448
157,52.224945,20.990824,17:11:27,011,9449
157,52.236958,20.98937,17:11:26,1,9450
103,52.265629,20.945282,17:11:28,08,9451
103,52.272434,20.9454,17:11:15,4,9452
176,52.347935,20.978477,17:11:27,1,9453
326,52.306278,21.059616,17:11:16,2,9454
157,52.279808,20.973576,17:11:25,7,9455
103,52.245857,20.966639,17:11:10,3,9456
326,52.357105,21.036457,17:11:20,4,9457
326,52.318516,21.050257,17:11:24,3,9458
743,52.239471,20.89661,17:11:26,2,9459
146,52.159703,21.170583,17:11:19,3,946
194,52.208739333,20.913202167,17:11:26,06,9501
121,52.272522333,20.9252165,17:11:24,2,9502
149,52.249586667,20.895614,17:11:27,662,9503
194,52.223252833,20.929619,17:11:25,07,9505
311,52.222738833,21.101095167,17:11:26,04,9506
121,52.282408,20.972337,17:11:28,3,9507
149,52.237583,20.913921,17:11:25,1,9508
149,52.2495425,20.896603,17:11:25,663,9509
220,52.193166667,20.9025685,17:11:24,09,9510
159,52.217735833,20.964951833,17:11:29,1,9511
715,52.124154167,20.952492167,17:11:29,54,9512
194,52.206856667,20.891788,17:11:26,1,9513
220,52.248149833,20.898056,17:11:27,5,9514
121,52.276906667,20.923208,17:11:25,1,9515
159,52.224145833,20.997410333,17:11:26,2,9516
311,52.2515925,21.072069333,17:11:26,05,9517
121,52.278950833,20.970367333,17:11:28,04,9518
159,52.212322,21.047286833,17:11:25,3,9519
194,52.219305,20.916005667,17:11:23,65,9520
159,52.196123667,21.053377667,17:11:28,4,9522
715,52.175794667,20.943797333,17:11:28,56,9523
220,52.177463833,20.9150795,17:11:27,1,9524
159,52.223743667,20.990042333,17:11:27,8,9525
220,52.252074167,20.9141265,17:11:27,07,9526
194,52.197890667,20.868810333,17:11:25,4,9527
737,52.059048833,20.920094,17:11:28,55,9529
220,52.260736667,20.925054,17:11:25,3,9530
707,52.132977,20.898365167,17:11:26,02,9531
159,52.196308,21.0524135,17:11:26,6,9532
220,52.253267833,20.9241025,17:11:25,4,9533
220,52.196311833,20.896635833,17:11:28,08,9534
707,52.081108667,20.97994,17:11:26,1,9536
737,52.132953833,21.018122833,17:11:28,058,9537
712,52.239563,20.916727,17:11:27,02,9539
715,52.121674667,20.947521,17:11:28,52,9540
715,52.162062167,21.029192333,17:11:26,53,9542
712,52.274821667,20.845741167,17:11:23,1,9543
194,52.199952833,20.874044,17:11:25,63,9545
220,52.221284833,20.897556667,17:11:29,6,9548
194,52.207028833,20.882725833,17:11:25,07,9549
715,52.148628333,21.0314745,17:11:28,057,9551
737,52.120620833,21.01817,17:11:25,61,9552
159,52.220738667,21.04483,17:11:24,5,9553
104,52.300539833,21.028744167,17:11:28,04,9554
194,52.211797167,20.913614333,17:11:29,2,9555
159,52.212009333,20.954940167,17:11:27,7,9557
220,52.227932667,20.8968905,17:11:27,2,9559
311,52.230423667,21.0830335,17:11:29,06,9561
212,52.268345,21.03709,17:11:26,2,9675
736,52.328323,21.029362,17:11:29,1,9678
204,52.317844,21.037571,17:11:28,1,9679
110,52.316086,20.882284,17:11:26,72,9685
212,52.274937,21.055,17:11:27,4,9686
226,52.293427,21.029428,17:11:25,2,9687
226,52.3398444,21.0476635,17:11:29,04,9689
212,52.285065,21.042036,17:11:27,5,9690
212,52.26284,21.034607,17:11:28,3,9693
226,52.340225,21.048738,17:11:24,1,9694
110,52.31945,20.892195,17:11:26,71,9697
226,52.340214,21.047451,17:11:27,3,9698
212,52.301888,21.057024,17:11:26,1,9699
131,52.229416,21.004166,17:11:27,014,9801
131,52.22951,21.01202,17:11:29,7,9802
185,52.204743,21.049012,17:11:27,1,9803
817,52.15392,20.792611,17:11:25,04,9804
185,52.142716,21.021981,17:11:24,4,9805
131,52.206391,20.88344,17:11:26,015,9806
167,52.23575,20.93937,17:11:29,10,9807
167,52.264618,20.885109,17:11:29,12,9808
817,52.186875,20.90868,17:11:26,03,9810
131,52.18483,21.0658,17:11:28,12,9811
131,52.229462,21.003296,17:11:27,13,9812
167,52.23917,20.905373,17:11:27,1,9813
167,52.21354,20.969346,17:11:29,017,9814
167,52.20969,21.01991,17:11:29,3,9815
167,52.207123,21.031571,17:11:28,4,9816
131,52.20713,21.032631,17:11:25,8,9818
167,52.20646,20.883385,17:11:25,4,9819
185,52.14254,21.021927,17:11:24,5,9820
167,52.212723,21.05185,17:11:25,5,9821
167,52.2125,21.072312,17:11:26,7,9822
167,52.20655,20.883454,17:11:25,016,9823
185,52.274781,20.981682,17:11:24,013,9824
185,52.2069,20.8828736,17:11:25,12,9826
167,52.2400971,20.89641,17:11:29,9,9827
167,52.20656,21.040741,17:11:25,6,9828
185,52.249711,21.01752,17:11:24,11,9829
185,52.209885,21.047883,17:11:28,12,9830
185,52.178101,21.05011,17:11:27,2,9831
131,52.22876,21.00577,17:11:18,2,9832
167,52.21355,20.9693,17:11:27,013,9833
185,52.1494,21.045044,17:11:26,3,9834
131,52.22898,21.006577,17:11:28,4,9835
185,52.28969,20.975754,17:11:19,432,9836
185,52.206391,20.883492,17:11:28,014,9837
185,52.185563,21.061837,17:11:26,6,9838
167,52.25841,20.898423,17:11:28,601,9839
185,52.2705,20.992112,17:11:25,9,9840
131,52.21367,21.0239,17:11:24,6,9841
131,52.1860911,21.0648425,17:11:27,9,9842
131,52.2224,21.016572,17:11:29,5,9843
131,52.22809,21.002648,17:11:25,3,9844
185,52.19864,21.05068,17:11:29,7,9845
185,52.22815,21.042092,17:11:25,8,9846
817,52.179291,20.87565,17:11:25,01,9847
817,52.2189484,20.96776,17:11:26,02,9848
131,52.228272,21.00323,17:11:26,1,9849
167,52.20827,21.08301,17:11:25,016,9850
167,52.21613,20.981766,17:11:07,2,9851
131,52.181351,21.06895,17:11:29,10,9853
131,52.20273,21.049935,17:11:25,11,9854
112,52.297539,21.055803,17:11:07,013,9902
210,52.287544,20.874624,17:11:06,4,9903
112,52.30851,21.06081,17:11:23,014,9905
114,52.312935,20.917196,17:11:27,M23,9906
112,52.295925,21.042295,17:10:59,016,9907
114,52.295975,21.014612,17:11:27,011,9908
186,52.317398,20.974277,17:11:27,3,9909
719,52.250725,20.84202,17:11:16,08,9910
511,52.348095,20.941925,17:11:26,05,9912
114,52.29554,20.933161,17:11:29,21,9913
150,52.309036,20.927078,17:11:21,1,9914
186,52.333961,20.942219,17:11:26,6,9915
193,52.161949,21.036917,17:10:32,4,9917
193,52.173359,21.027058,17:11:24,5,9918
193,52.162376,21.048264,17:11:27,3,9919
112,52.307045,21.082512,17:11:25,012,9920
193,52.170185,20.995363,17:11:26,1,9921
210,52.293579,20.810434,17:11:13,5,9922
114,52.304367,20.936666,17:11:26,2,9923
186,52.317234,20.975252,17:11:16,8,9925
210,52.283722,20.909021,17:11:15,3,9926
114,52.271774,20.997343,17:11:25,8,9927
114,52.289166,21.040871,17:11:16,7,9928
114,52.268433,20.984966,17:10:38,9,9929
719,52.257763,20.592596,17:10:58,09,9930
210,52.291435,20.930786,17:11:29,2,9932
186,52.327404,20.940666,17:11:26,4,9933
719,52.256519,20.766659,17:11:19,06,9934
114,52.280304,20.923122,17:10:53,010,9935
193,52.171089,21.004265,17:11:18,2,9936
114,52.264622,20.971134,17:11:24,5,9937
186,52.301556,20.991453,17:11:29,9,9938
114,52.292751,20.929758,17:11:28,M22,9939
210,52.291107,20.855991,17:11:25,6,9940
186,52.334148,20.942226,17:11:29,494,9941
186,52.267151,20.9592,17:11:14,10,9943
186,52.211796,20.97477,17:11:28,11,9944
210,52.291,20.928312,17:10:53,1,9945
114,52.277824,20.92313,17:11:25,1,9946
186,52.216415,20.960432,17:11:12,1,9949
186,52.28212,20.983484,17:11:27,2,9950
114,52.270924,20.930592,17:10:59,4,9951
210,52.278397,20.874804,17:11:18,5,9952
719,52.239483,20.900576,17:11:00,07,9953
186,52.205643,20.972424,17:11:27,12,9954
186,52.333591,20.942068,17:11:27,495,9955
225,52.222798,21.102516,17:12:25,501,1000
219,52.2219233,21.0916528,17:12:21,1,1001
213,52.1832988,21.1973213,17:12:23,3,1002
213,52.1570963,21.1906298,17:12:26,4,1003
225,52.2730453,21.1576888,17:12:27,503,1004
225,52.2601508,21.141256,17:12:26,502,1005
213,52.221647,21.0909145,17:12:28,2,1006
219,52.2140393,21.1519185,17:12:26,2,1007
L-8,52.4008578,20.9409508,17:12:28,1,10071
L31,52.4180738,21.1808901,17:12:26,1,10072
L49,52.3751703,20.9255405,17:12:26,1,10073
L24,52.0747866,21.0295096,17:12:25,696,10074
L-8,52.4235598,21.083455,17:12:29,02,10075
225,52.2331628,21.1258493,17:12:28,04,1009
219,52.1842106,21.1778906,17:12:28,3,1010
213,52.2042395,21.1654513,17:12:23,5,1014
239,52.143776,21.00979,17:12:26,777,1020
192,52.131248,21.066364,17:12:29,3,1021
263,52.158591,21.082778,17:12:09,4,1022
200,52.0780881,21.0754067,17:12:29,1,1023
107,52.23378,21.009514,17:12:25,9,1024
163,52.182438,21.056828,17:12:24,03,1025
339,52.144569,21.094934,17:12:26,01,1026
108,52.185238,21.061199,17:12:26,1,1028
164,52.145658,21.1387734,17:12:24,04,1029
192,52.144356,21.038263,17:12:25,06,1030
239,52.153431,21.03768,17:12:27,776,1031
163,52.182652,21.068598,17:12:28,01,1032
192,52.1445502,21.0573655,17:12:29,2,1034
208,52.2102444,20.9756227,17:12:25,05,1036
107,52.2431191,21.002218,17:12:29,7,1037
164,52.1676919,21.083962,17:12:29,05,1038
204,52.293534,21.030938,17:12:28,03,1040
204,52.2954817,21.0328267,17:12:25,07,1043
107,52.24448,20.9861817,17:12:16,8,1044
204,52.3223333,21.072965,17:12:15,06,1045
107,52.19334,21.0851683,17:12:20,4,1046
204,52.30065,21.0303833,17:12:24,04,1048
204,52.317673,21.034594,17:12:11,05,1049
228,52.214475,20.929935,17:12:25,2,1050
208,52.213726,20.969081,17:12:12,2,1051
228,52.200355,20.893115,17:12:17,3,1052
228,52.202053,20.944326,17:12:15,1,1054
207,52.192425,20.8945417,17:12:20,2,1055
207,52.1924117,20.878645,17:12:22,1,1057
208,52.2151833,20.9651666,17:12:28,591,1059
163,52.167778,21.083944,17:12:27,02,1060
339,52.179607,21.023884,17:12:27,02,1061
192,52.1790281,21.0221142,17:12:29,1,1062
108,52.179646,21.024223,17:12:28,399,1063
208,52.209404,20.948605,17:12:28,06,1064
263,52.146343,21.039131,17:12:28,06,1065
107,52.222012,21.036594,17:12:27,1,1066
108,52.212944,21.053907,17:12:26,4,1068
339,52.130699,21.077644,17:12:28,03,1069
107,52.229931,21.011324,17:12:29,6,1070
200,52.228745,21.005243,17:12:26,2,1071
192,52.15099,21.035002,17:12:27,5,1072
208,52.201675,20.964621,17:12:26,03,1073
108,52.213284,21.056417,17:12:27,2,1074
108,52.184689,21.065935,17:12:29,5,1075
192,52.142651,21.045883,17:12:27,4,1076
108,52.228344,21.023495,17:12:26,3,1077
107,52.191967,21.068003,17:12:26,3,1078
106,52.2369285,21.0247191,17:12:26,09,1101
173,52.2347035,21.125945,17:12:27,10,1102
178,52.185643,20.896,17:12:16,013,1106
338,52.2602226,21.0996678,17:12:22,02,1109
173,52.2504125,21.0694553,17:12:26,2,1110
169,52.249713,21.042486,17:12:27,4,1112
106,52.2448898,20.9672795,17:12:24,08,1115
303,52.3041998,20.9880688,17:12:25,2,1117
338,52.2600098,21.0270856,17:12:24,05,1118
218,52.17981,21.024267,17:12:26,2,1200
263,52.151066,21.047882,17:12:27,5,1201
263,52.18317,21.058058,17:12:29,2,1202
166,52.2536907,21.0355836,17:12:29,6,1203
218,52.189911,21.023373,17:12:23,5,1204
739,52.179867,21.02433,17:12:27,013,1205
106,52.246281,21.019474,17:12:26,6,1206
263,52.183258,21.078625,17:12:28,1,1207
139,52.176376,21.039488,17:12:26,61,1208
139,52.1051239,21.1127795,17:12:29,62,1211
139,52.179569,21.02397,17:12:28,65,1212
263,52.156387,21.075996,17:12:29,3,1213
251,52.134476,21.10017,17:12:24,63,1214
218,52.178993,21.002672,17:12:29,1,1216
251,52.0894642,21.1231217,17:12:28,64,1217
118,52.244347,21.021711,17:12:27,4,1218
739,52.094597,21.032866,17:12:29,014,1219
739,52.080624,21.03978,17:12:28,07,1220
106,52.231297,20.96907,17:12:25,4,1221
106,52.2365074,20.9994114,17:12:27,2,1222
218,52.183239,21.001373,17:12:28,3,1223
178,52.1900478,20.9064271,17:12:28,012,1401
173,52.242882,21.099329,17:12:26,1,1412
119,52.214771,21.101597,17:12:25,2,1413
168,52.207169,21.050619,17:12:28,09,1414
119,52.2100182,21.2056202,17:12:28,3,1415
183,52.255554,21.157309,17:12:24,5,1416
319,52.154606,21.049698,17:12:26,02,1417
730,52.2346166,21.1156624,17:12:28,01,1418
146,52.226562,21.059282,17:12:27,08,1419
183,52.243267,21.097502,17:12:31,3,1420
183,52.241718,21.190901,17:12:27,6,1421
183,52.244701,21.08695,17:12:27,4,1422
168,52.229828,21.095148,17:12:25,1,1424
173,52.2492787,21.2491142,17:12:27,012,1425
146,52.208321,21.109356,17:12:28,09,1426
147,52.196735,21.136717,17:12:26,5,1427
153,52.25687,21.177099,17:12:29,3,1428
183,52.23904,21.132521,17:12:14,2,1429
117,52.222176,21.102348,17:12:27,2,1430
240,52.3094295,21.0618105,17:12:26,1,1500
166,52.1487841,21.0602896,17:12:23,2,1501
118,52.226771,21.0234558,17:12:25,3,1502
169,52.3000955,21.0418665,17:12:28,2,1505
170,52.2522338,21.0377268,17:12:23,2,1506
156,52.2880891,21.0403368,17:12:20,06,1508
126,52.3189828,20.9668096,17:12:22,3,1509
303,52.2779346,20.939138,17:12:28,1,1513
107,52.1985938,21.046552,17:12:27,5,1519
147,52.2073683,21.1904883,17:12:26,4,1520
119,52.1966017,21.0510617,17:12:15,4,1521
702,52.10806,21.262795,17:12:10,2,1523
722,52.1539967,21.3118683,17:12:25,61,1525
173,52.2489967,21.2235283,17:12:14,5,1526
115,52.15737,21.220115,17:12:24,4,1528
153,52.2698383,21.15096,17:12:18,2,1529
147,52.222533,21.091391,17:12:10,3,1530
218,52.18805,20.9966633,17:12:16,5,1533
106,52.23798,21.0059333,17:12:22,1,1534
118,52.219346,21.01554,17:12:12,2,1537
212,52.2788283,21.06116,17:12:14,06,1538
126,52.2973417,21.0140733,17:12:16,1,1539
118,52.229745,21.022365,17:12:20,05,1540
181,52.2799833,20.973725,17:12:17,2,1542
107,52.221511,21.043466,17:12:23,2,1545
123,52.2386267,21.0558167,17:12:15,4,1546
123,52.250135,21.052386,17:12:21,08,1548
122,52.2664667,20.9459283,17:12:28,8,1549
123,52.2273767,21.0946967,17:12:04,5,1551
736,52.3997517,20.956205,17:12:20,2,1552
122,52.242855,20.91229,17:12:22,011,1553
166,52.131183,21.066391,17:12:16,343,1554
126,52.2893133,21.01967,17:12:20,2,1555
197,52.2253433,20.9366891,17:12:24,3,1800
123,52.242455,21.1017371,17:12:29,07,1801
338,52.2606099,21.1008068,17:12:25,03,1802
166,52.2210903,21.0249946,17:12:19,8,1803
170,52.2775085,21.080746,17:12:23,05,1804
156,52.290633,21.050101,17:12:23,1,1805
117,52.2322213,21.0221921,17:12:27,06,1806
221,52.2629688,20.981807,17:12:27,02,1807
197,52.2898938,20.9767341,17:12:26,6,1808
173,52.2253475,21.24344,17:12:24,8,1809
156,52.2727008,21.0686138,17:12:21,3,1810
156,52.2721216,21.0834778,17:12:28,2,1811
221,52.2594535,20.9941826,17:12:24,1,1812
170,52.2623903,21.0218598,17:12:26,06,1813
170,52.272804,21.084849,17:12:24,4,1814
197,52.2685735,20.948103,17:12:22,7,1815
169,52.2498081,21.0422506,17:12:26,5,1816
123,52.2528013,21.0818783,17:12:23,6,1818
166,52.2405245,21.0507106,17:12:24,09,1819
115,52.2568645,21.1563403,17:12:24,1,1830
122,52.2641785,20.971657,17:12:21,013,1833
173,52.237376,21.143081,17:12:19,4,1835
117,52.2312541,21.0036606,17:12:28,5,1838
338,52.2543323,21.0433176,17:12:22,04,1839
115,52.2398118,21.1552151,17:12:20,5,1840
183,52.2515671,21.1708946,17:12:25,1,1842
117,52.224719,21.066941,17:12:15,1,1843
173,52.2208738,21.2432886,17:12:25,6,1844
730,52.1993941,21.3778546,17:12:23,52,1845
338,52.262573,21.060478,17:12:26,01,1846
115,52.2330575,21.1173608,17:12:20,2,1848
115,52.2295455,21.1601311,17:12:20,2,1849
115,52.2770353,21.1703031,17:12:26,6,1851
115,52.2343465,21.1161635,17:12:23,6,1855
303,52.2663143,20.9651658,17:12:26,3,1856
173,52.2429388,21.171571,17:12:24,9,1857
173,52.246805,21.0840875,17:12:20,3,1858
117,52.229193,21.00502,17:12:28,3,1862
730,52.2451555,21.083684,17:12:26,01,1863
115,52.165026,21.220893,17:12:18,3,1869
222,52.2275939,21.0231074,17:12:29,6,1901
106,52.240636,21.015968,17:12:28,7,1906
106,52.2442184,20.9679152,17:12:29,3,1907
319,52.18605,20.995225,17:12:09,01,1908
106,52.2373154,21.0025094,17:12:28,5,1909
222,52.1888726,20.9999367,17:12:29,4,1910
222,52.2449447,21.0037149,17:12:29,2,1911
119,52.210896,21.009123,17:12:29,07,1914
119,52.205284,21.165321,17:12:27,06,1916
222,52.219959,21.018217,17:12:26,3,1917
319,52.1417022,21.0388579,17:12:29,03,1918
222,52.244637,21.005129,17:12:26,1,1919
331,52.176529,21.021402,17:12:27,03,1991
331,52.186409,20.995338,17:12:29,04,1992
331,52.156056,20.999984,17:12:12,04,1993
331,52.169498,20.978153,17:12:29,05,1994
331,52.1794076,21.0246964,17:12:28,02,1996
166,52.255302,21.034618,17:12:28,010,1997
165,52.179176,21.024595,17:12:26,2,2000
709,52.18013,21.023527,17:12:29,9,2001
189,52.225628,20.916557,17:12:27,8,2002
402,52.240284,21.155987,17:12:28,1,2004
402,52.19426,21.0489099,17:12:27,8,2005
504,52.1996206,20.9841621,17:12:25,2,2008
162,52.248009,21.029537,17:12:26,015,2010
522,52.179141,21.058379,17:12:16,3,2014
522,52.186535,21.050608,17:12:24,011,2016
401,52.195965,20.897074,17:12:27,029,2017
L50,52.1366388,21.2343848,17:12:28,2,20174
522,52.1978519,21.0387394,17:12:27,012,2018
189,52.177876,21.003922,17:12:28,1,2019
522,52.166245,21.069185,17:12:22,2,2020
174,52.223064,21.004545,17:12:26,371,2022
189,52.239685,20.897089,17:12:26,5,2023
162,52.2559954,21.0351964,17:12:29,014,2025
165,52.154606,20.993155,17:12:29,3,2026
525,52.22884,21.005222,17:12:29,1,2027
709,52.1317599,21.0181594,17:12:27,429,2028
217,52.156849,21.076857,17:12:26,2,2029
522,52.2222747,21.0157917,17:12:29,013,2030
189,52.181431,21.068726,17:12:29,14,2031
172,52.211955,20.955516,17:12:09,3,2032
522,52.1576015,21.0800135,17:12:28,010,2034
401,52.174404,21.011871,17:12:25,012,2037
189,52.1828101,21.0684064,17:12:27,021,2038
501,52.228331,21.004169,17:12:18,2,2039
401,52.173893,21.016972,17:12:25,022,2040
189,52.173504,21.031132,17:12:27,12,2041
522,52.221138,21.015814,17:12:25,7,2044
174,52.184406,21.01989,17:12:27,08,2045
522,52.184719,21.05257,17:12:23,09,2046
719,52.2475212,20.8487581,17:12:29,2,2200
105,52.238144,20.896719,17:12:28,4,2201
317,52.17104,21.062012,17:12:29,2,2202
716,52.191315,20.854607,17:12:29,067,2203
184,52.2398472,20.9459432,17:12:25,6,2205
171,52.236988,20.980211,17:12:29,452,2206
177,52.22797,20.900928,17:12:25,3,2208
191,52.192383,20.908405,17:12:24,6,2209
517,52.190659,20.891954,17:12:28,5,2210
105,52.220146,20.897017,17:12:27,010,2211
136,52.205406,20.986109,17:12:27,015,2212
105,52.2276669,20.9572804,17:12:28,09,2216
148,52.1586,21.055092,17:12:28,012,2217
